,Census Tract Start,Day of Week,Hour,num_trips,TractId,State,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
41,48453000101,2,7.0,4,48453000101,Texas,Travis County,4263,1911,2352,9.3,85.7,0.6,0.3,1.6,0.0,3381,101944,15434,67043,7429,6.3,4.0,64.6,8.4,17.9,2.8,6.2,79.4,1.5,3.8,0.0,4.3,11.0,17.4,2390,76.1,16.4,7.5,0.0,3.4
42,48453000101,2,8.0,1,48453000101,Texas,Travis County,4263,1911,2352,9.3,85.7,0.6,0.3,1.6,0.0,3381,101944,15434,67043,7429,6.3,4.0,64.6,8.4,17.9,2.8,6.2,79.4,1.5,3.8,0.0,4.3,11.0,17.4,2390,76.1,16.4,7.5,0.0,3.4
43,48453000101,2,9.0,3,48453000101,Texas,Travis County,4263,1911,2352,9.3,85.7,0.6,0.3,1.6,0.0,3381,101944,15434,67043,7429,6.3,4.0,64.6,8.4,17.9,2.8,6.2,79.4,1.5,3.8,0.0,4.3,11.0,17.4,2390,76.1,16.4,7.5,0.0,3.4
44,48453000101,2,10.0,21,48453000101,Texas,Travis County,4263,1911,2352,9.3,85.7,0.6,0.3,1.6,0.0,3381,101944,15434,67043,7429,6.3,4.0,64.6,8.4,17.9,2.8,6.2,79.4,1.5,3.8,0.0,4.3,11.0,17.4,2390,76.1,16.4,7.5,0.0,3.4
45,48453000101,2,11.0,4,48453000101,Texas,Travis County,4263,1911,2352,9.3,85.7,0.6,0.3,1.6,0.0,3381,101944,15434,67043,7429,6.3,4.0,64.6,8.4,17.9,2.8,6.2,79.4,1.5,3.8,0.0,4.3,11.0,17.4,2390,76.1,16.4,7.5,0.0,3.4
46,48453000101,2,12.0,1,48453000101,Texas,Travis County,4263,1911,2352,9.3,85.7,0.6,0.3,1.6,0.0,3381,101944,15434,67043,7429,6.3,4.0,64.6,8.4,17.9,2.8,6.2,79.4,1.5,3.8,0.0,4.3,11.0,17.4,2390,76.1,16.4,7.5,0.0,3.4
47,48453000101,2,13.0,5,48453000101,Texas,Travis County,4263,1911,2352,9.3,85.7,0.6,0.3,1.6,0.0,3381,101944,15434,67043,7429,6.3,4.0,64.6,8.4,17.9,2.8,6.2,79.4,1.5,3.8,0.0,4.3,11.0,17.4,2390,76.1,16.4,7.5,0.0,3.4
48,48453000101,2,14.0,8,48453000101,Texas,Travis County,4263,1911,2352,9.3,85.7,0.6,0.3,1.6,0.0,3381,101944,15434,67043,7429,6.3,4.0,64.6,8.4,17.9,2.8,6.2,79.4,1.5,3.8,0.0,4.3,11.0,17.4,2390,76.1,16.4,7.5,0.0,3.4
49,48453000101,2,15.0,11,48453000101,Texas,Travis County,4263,1911,2352,9.3,85.7,0.6,0.3,1.6,0.0,3381,101944,15434,67043,7429,6.3,4.0,64.6,8.4,17.9,2.8,6.2,79.4,1.5,3.8,0.0,4.3,11.0,17.4,2390,76.1,16.4,7.5,0.0,3.4
50,48453000101,2,16.0,8,48453000101,Texas,Travis County,4263,1911,2352,9.3,85.7,0.6,0.3,1.6,0.0,3381,101944,15434,67043,7429,6.3,4.0,64.6,8.4,17.9,2.8,6.2,79.4,1.5,3.8,0.0,4.3,11.0,17.4,2390,76.1,16.4,7.5,0.0,3.4
51,48453000101,2,17.0,8,48453000101,Texas,Travis County,4263,1911,2352,9.3,85.7,0.6,0.3,1.6,0.0,3381,101944,15434,67043,7429,6.3,4.0,64.6,8.4,17.9,2.8,6.2,79.4,1.5,3.8,0.0,4.3,11.0,17.4,2390,76.1,16.4,7.5,0.0,3.4
